"Date","Site","Array","Trap","Predator","Notes","taxon","count"
2011-09-30,"GWA1","1","B4","N",NA,"COLE",12
2011-09-30,"GWA1","1","B4","N",NA,"CRUS",1
2011-09-30,"GWA1","1","B4","N",NA,"HYMA",1
2011-09-30,"GWA1","1","B4","N",NA,"SCOR",1
2011-09-30,"GWA1","2","B4","Y",NA,"COLE",7
2011-09-30,"GWA1","2","B4","Y",NA,"HYMA",1
2011-09-30,"GWA1","2","B4","Y",NA,"SCOR",1
2011-09-30,"GWA2","1","B4","N",NA,"COLE",3
2011-09-30,"GWA2","1","B4","N",NA,"HYMA",2
2011-09-30,"GWA2","1","B4","N",NA,"SOLI",1
2011-09-30,"GWA2","2","B4","N","UNK (tiny)","COLE",9
2011-09-30,"GWA2","2","B4","N","UNK (tiny)","HYMA",3
2011-09-30,"GWA2","2","B4","N","UNK (tiny)","SCOR",2
2011-09-30,"GWA2","2","B4","N","UNK (tiny)","UNKI",2
2011-10-18,"GWA1","1","A4","N",NA,"COLE",7
2011-10-18,"GWA1","1","A4","N",NA,"HYMA",2
2011-10-18,"GWA1","1","A4","N",NA,"SCOR",1
2011-10-18,"GWA1","2","A4","N",NA,"COLE",3
2011-10-18,"GWA3","1","A4","N",NA,"COLE",5
2011-10-18,"GWA3","2","A4","N",NA,"HYMA",10
2011-10-18,"GWA3","2","A4","N",NA,"SCOR",1
2011-10-19,"GWA1","1","A4","Y",NA,"COLE",9
2011-10-19,"GWA1","2","A4","N",NA,"COLE",4
2011-10-19,"GWA1","2","A4","N",NA,"HYMA",2
2011-10-19,"GWA3","1","A4","N",NA,"COLE",4
2011-10-19,"GWA3","2","A4","N",NA,"COLE",1
2011-10-19,"GWA3","2","A4","N",NA,"HYMA",20
2011-10-20,"GWA1","1","A4","N",NA,"BLAT",1
2011-10-20,"GWA1","1","A4","N",NA,"COLE",11
2011-10-20,"GWA1","1","A4","N",NA,"HYMA",2
2011-10-20,"GWA1","2","A4","N",NA,"COLE",3
2011-10-20,"GWA3","1","A4","N",NA,"COLE",1
2011-10-20,"GWA3","1","A4","N",NA,"THYS",2
2011-10-20,"GWA3","2","A4","N",NA,"ARAN",2
2011-10-20,"GWA3","2","A4","N",NA,"HYMA",7
2011-10-21,"GWA1","1","A4","N",NA,"COLE",2
2011-10-21,"GWA1","2","A4","N",NA,"COLE",5
2011-10-21,"GWA1","2","A4","N",NA,"SCOR",1
2011-10-21,"GWA3","1","A4","N",NA,"COLE",1
2011-10-21,"GWA3","2","A4","N",NA,"COLE",1
2011-10-21,"GWA3","2","A4","N",NA,"HYMA",23
2011-10-21,"GWA3","2","A4","N",NA,"ORTH",1
2011-10-21,"GWA3","2","A4","N",NA,"THYS",1
2011-10-22,"GWA1","1","A4","N",NA,"ARAN",2
2011-10-22,"GWA1","1","A4","N",NA,"COLE",10
2011-10-22,"GWA1","2","A4","N",NA,"ARAN",2
2011-10-22,"GWA1","2","A4","N",NA,"COLE",2
2011-10-22,"GWA1","2","A4","N",NA,"HYMA",1
2011-10-22,"GWA3","1","A4","N",NA,"COLE",2
2011-10-22,"GWA3","2","A4","N",NA,"ARAN",1
2011-10-22,"GWA3","2","A4","N",NA,"COLE",1
2011-10-22,"GWA3","2","A4","N",NA,"HYMA",24
2011-10-22,"GWA3","2","A4","N",NA,"SCOR",1
2011-10-26,"GWA1","1","C4","N",NA,"BLAT",3
2011-10-26,"GWA1","1","C4","N",NA,"COLE",2
2011-10-26,"GWA1","1","C4","N",NA,"HYMA",16
2011-10-26,"GWA1","2","C4","N",NA,"COLE",7
2011-10-26,"GWA1","2","C4","N",NA,"HYMA",9
2011-10-26,"GWA1","2","C4","N",NA,"SCOR",1
2011-10-26,"GWA3","1","C4","N",NA,"COLE",9
2011-10-26,"GWA3","1","C4","N",NA,"SCOR",1
2011-10-26,"GWA3","2","C4","Y",NA,"COLE",3
2011-10-26,"GWA3","2","C4","Y",NA,"HYMA",3
2011-10-26,"GWA3","2","C4","Y",NA,"SOLI",1
2011-10-27,"GWA1","1","C4","N",NA,"ARAN",1
2011-10-27,"GWA1","1","C4","N",NA,"COLE",6
2011-10-27,"GWA1","1","C4","N",NA,"HYMA",6
2011-10-27,"GWA1","2","C4","N","UNK=Tiny","COLE",6
2011-10-27,"GWA1","2","C4","N","UNK=Tiny","HYMA",1
2011-10-27,"GWA1","2","C4","N","UNK=Tiny","SCOR",1
2011-10-27,"GWA1","2","C4","N","UNK=Tiny","SOLI",1
2011-10-27,"GWA1","2","C4","N","UNK=Tiny","UNKI",1
2011-10-27,"GWA3","1","C4","N",NA,"COLE",2
2011-10-27,"GWA3","1","C4","N",NA,"HYMA",1
2011-10-27,"GWA3","2","C4","N",NA,"ARAN",2
2011-10-27,"GWA3","2","C4","N",NA,"COLE",5
2011-10-27,"GWA3","2","C4","N",NA,"HYMA",1
2011-10-27,"GWA3","2","C4","N",NA,"NEUR",1
2011-10-27,"GWA3","2","C4","N",NA,"SOLI",1
2011-10-28,"GWA1","1","C4","N",NA,"ARAN",1
2011-10-28,"GWA1","1","C4","N",NA,"BLAT",1
2011-10-28,"GWA1","1","C4","N",NA,"COLE",8
2011-10-28,"GWA1","1","C4","N",NA,"SOLI",1
2011-10-28,"GWA1","2","C4","N",NA,"AUCH",1
2011-10-28,"GWA1","2","C4","N",NA,"COLE",7
2011-10-28,"GWA1","2","C4","N",NA,"HYMA",4
2011-10-28,"GWA3","1","C4","N",NA,"ARAN",3
2011-10-28,"GWA3","1","C4","N",NA,"COLE",3
2011-10-28,"GWA3","1","C4","N",NA,"HETE",1
2011-10-28,"GWA3","1","C4","N",NA,"HYMA",1
2011-10-28,"GWA3","1","C4","N",NA,"UNKI",1
2011-10-28,"GWA3","2","C4","N",NA,"ARAN",1
2011-10-28,"GWA3","2","C4","N",NA,"COLE",4
2011-10-28,"GWA3","2","C4","N",NA,"HYMA",2
2011-10-28,"GWA3","2","C4","N",NA,"THYS",1
2011-11-15,"GWA1","1","C4","N",NA,"ARAN",1
2011-11-15,"GWA1","1","C4","N",NA,"COLE",13
2011-11-15,"GWA1","1","C4","N",NA,"HYMA",8
2011-11-15,"GWA1","2","C4","N",NA,"ARAN",2
2011-11-15,"GWA1","2","C4","N",NA,"COLE",9
2011-11-15,"GWA1","2","C4","N",NA,"CRUS",1
2011-11-15,"GWA1","2","C4","N",NA,"HYMA",9
2011-11-15,"GWA2","1","C4","N",NA,"ARAN",1
2011-11-15,"GWA2","1","C4","N",NA,"COLE",3
2011-11-15,"GWA2","1","C4","N",NA,"HYMA",2
2011-11-15,"GWA2","2","C4","N",NA,"COLE",3
2011-11-15,"GWA2","2","C4","N",NA,"HETE",1
2011-11-15,"GWA2","2","C4","N",NA,"HYMA",5
2011-11-15,"GWA2","2","C4","N",NA,"SCOR",1
2011-11-16,"GWA1","1","C4","N",NA,"ARAN",1
2011-11-16,"GWA1","1","C4","N",NA,"COLE",2
2011-11-16,"GWA1","1","C4","N",NA,"HYMA",5
2011-11-16,"GWA1","2","C4","N",NA,"COLE",1
2011-11-16,"GWA1","2","C4","N",NA,"HYMA",3
2011-11-16,"GWA2","1","C4","N",NA,"ARAN",2
2011-11-16,"GWA2","1","C4","N",NA,"COLE",2
2011-11-16,"GWA2","2","C4","N",NA,"ARAN",1
2011-11-16,"GWA2","2","C4","N",NA,"COLE",5
2011-11-16,"GWA2","2","C4","N",NA,"DIPT",1
2011-11-16,"GWA2","2","C4","N",NA,"NEUR",1
2011-11-16,"GWA2","2","C4","N",NA,"SCOR",1
2011-11-16,"GWA2","2","C4","N",NA,"UNKI",2
2011-11-17,"GWA1","1","C4","N",NA,"ARAN",1
2011-11-17,"GWA1","1","C4","N",NA,"COLE",4
2011-11-17,"GWA1","1","C4","N",NA,"DIPT",1
2011-11-17,"GWA1","1","C4","N",NA,"HYMA",2
2011-11-17,"GWA1","1","C4","N",NA,"NEUR",1
2011-11-17,"GWA1","2","C4","N",NA,"ARAN",1
2011-11-17,"GWA1","2","C4","N",NA,"COLE",2
2011-11-17,"GWA1","2","C4","N",NA,"HYMA",8
2011-11-17,"GWA1","2","C4","N",NA,"UNKI",1
2011-11-17,"GWA2","1","C4","N",NA,"COLE",1
2011-11-17,"GWA2","1","C4","N",NA,"HYMA",1
2011-11-17,"GWA2","2","C4","N",NA,"ARAN",1
2011-11-17,"GWA2","2","C4","N",NA,"COLE",4
2011-11-17,"GWA2","2","C4","N",NA,"HETE",1
2011-11-17,"GWA2","2","C4","N",NA,"HYMA",2
2011-11-17,"GWA2","2","C4","N",NA,"THYS",1
2011-11-18,"GWA1","1","C4","N",NA,"COLE",2
2011-11-18,"GWA1","1","C4","N",NA,"HYMA",2
2011-11-18,"GWA1","1","C4","N",NA,"ORTH",2
2011-11-18,"GWA1","2","C4","N",NA,"ARAN",2
2011-11-18,"GWA1","2","C4","N",NA,"COLE",6
2011-11-18,"GWA1","2","C4","N",NA,"HYMA",3
2011-11-18,"GWA1","2","C4","N",NA,"PSUE",1
2011-11-18,"GWA2","1","C4","N",NA,"ARAN",2
2011-11-18,"GWA2","1","C4","N",NA,"COLE",1
2011-11-18,"GWA2","1","C4","N",NA,"HYMA",2
2011-11-18,"GWA2","1","C4","N",NA,"THYS",1
2011-11-18,"GWA2","2","C4","Y",NA,"ARAN",2
2011-11-18,"GWA2","2","C4","Y",NA,"COLE",2
2011-11-18,"GWA2","2","C4","Y",NA,"HYMA",1
2011-11-19,"GWA1","1","C4","N",NA,"COLE",3
2011-11-19,"GWA1","2","C4","N",NA,"COLE",8
2011-11-19,"GWA1","2","C4","N",NA,"HYMA",8
2011-11-19,"GWA1","2","C4","N",NA,"ORTH",1
2011-11-19,"GWA1","2","C4","N",NA,"THYS",2
2011-11-19,"GWA2","1","C4","N",NA,"COLE",1
2011-11-19,"GWA2","1","C4","N",NA,"HYMA",1
2011-11-19,"GWA2","2","C4","N",NA,"ARAN",3
2011-11-19,"GWA2","2","C4","N",NA,"COLE",6
2011-11-19,"GWA2","2","C4","N",NA,"HYMA",1
2011-11-19,"GWA2","2","C4","N",NA,"ORTH",1
2011-11-29,"GWA2","1","B4","N",NA,"COLE",1
2011-11-29,"GWA2","2","B4","N",NA,"COLE",1
2011-11-29,"GWA3","1","B4","N",NA,"HYMA",1
2011-11-29,"GWA3","2","B4","N",NA,"COLE",1
2011-11-30,"GWA2","1","B4","N",NA,"COLE",1
2011-11-30,"GWA2","2","B4","N",NA,"ARAN",2
2011-11-30,"GWA2","2","B4","N",NA,"HYMA",1
2011-11-30,"GWA3","1","B4","N",NA,"COLE",1
2011-11-30,"GWA3","1","B4","N",NA,"HYMA",1
2011-11-30,"GWA3","2","B4","N",NA,"COLE",2
2011-12-06,"GWA2","1","A4","N",NA,"COLE",1
2011-12-06,"GWA2","1","A4","N",NA,"HYMA",2
2011-12-06,"GWA2","2","A4","N","unk = tiny","ARAN",1
2011-12-06,"GWA2","2","A4","N","unk = tiny","COLE",2
2011-12-06,"GWA2","2","A4","N","unk = tiny","HYMA",3
2011-12-06,"GWA2","2","A4","N","unk = tiny","UNKI",3
2011-12-07,"GWA2","1","A4","N",NA,"COLE",1
2011-12-07,"GWA2","1","A4","N",NA,"HYMA",3
2011-12-07,"GWA2","2","A4","N",NA,"COLE",1
2011-12-07,"GWA3","1","A4","N",NA,"LEPI",1
2011-12-07,"GWA3","2","A4","N",NA,"HYMA",5
2011-12-07,"GWA3","2","A4","N",NA,"THYS",1
2011-12-08,"GWA2","1","A4","N",NA,"COLE",1
2011-12-08,"GWA2","1","A4","N",NA,"DIPT",1
2011-12-08,"GWA2","2","A4","N","0","COLE",1
2011-12-08,"GWA2","2","A4","N","0","HYMA",3
2011-12-08,"GWA3","1","A4","N","Unk is tiny.","HYMA",1
2011-12-08,"GWA3","2","A4","N","Unk was tiny","ARAN",1
2011-12-08,"GWA3","2","A4","N","Unk was tiny","HYMA",2
2011-12-09,"GWA2","1","A4","N",NA,"ARAN",1
2011-12-09,"GWA2","1","A4","N",NA,"HYMA",6
2011-12-09,"GWA2","1","A4","N",NA,"LEPI",1
2011-12-09,"GWA2","2","A4","N","Unk is tiny.","AUCH",2
2011-12-09,"GWA2","2","A4","N","Unk is tiny.","COLE",2
2011-12-09,"GWA2","2","A4","N","Unk is tiny.","HYMA",4
2011-12-09,"GWA2","2","A4","N","Unk is tiny.","UNKI",2
2011-12-09,"GWA3","1","A4","N",NA,"COLE",1
2011-12-09,"GWA3","1","A4","N",NA,"HYMA",1
2011-12-09,"GWA3","2","A4","N","Unk was tiny","ARAN",1
2011-12-09,"GWA3","2","A4","N","Unk was tiny","AUCH",5
2011-12-09,"GWA3","2","A4","N","Unk was tiny","HYMA",4
2011-12-09,"GWA3","2","A4","N","Unk was tiny","UNKI",1
2012-02-07,"GWA2","1","A4","N",NA,"COLE",3
2012-02-07,"GWA2","1","A4","N",NA,"DIPT",1
2012-02-07,"GWA2","2","A4","N","lepi= green larvae","ARAN",1
2012-02-07,"GWA2","2","A4","N","lepi= green larvae","COLE",2
2012-02-07,"GWA2","2","A4","N","lepi= green larvae","LEPI",1
2012-02-07,"GWA3","1","A4","N",NA,"DIPT",1
2012-02-08,"GWA2","1","A4","N",NA,"COLE",4
2012-02-08,"GWA3","1","A4","N",NA,"COLE",2
2012-02-08,"GWA3","2","A4","N",NA,"ARAN",2
2012-02-08,"GWA3","2","A4","N",NA,"COLE",1
2012-02-09,"GWA2","1","A4","N",NA,"COLE",3
2012-02-09,"GWA2","1","A4","N",NA,"DIPT",2
2012-02-09,"GWA2","1","A4","N",NA,"HYMA",2
2012-02-09,"GWA2","2","A4","Y",NA,"COLE",1
2012-02-09,"GWA2","2","A4","Y",NA,"HYMA",2
2012-02-09,"GWA2","2","A4","Y",NA,"HYMB",1
2012-02-09,"GWA3","1","A4","N","Tiny","COLE",1
2012-02-09,"GWA3","1","A4","N","Tiny","UNKI",1
2012-02-09,"GWA3","2","A4","N",NA,"ARAN",1
2012-02-09,"GWA3","2","A4","N",NA,"DIPT",2
2012-02-10,"GWA2","1","A4","N","LEPI larvae","COLE",1
2012-02-10,"GWA2","1","A4","N","LEPI larvae","LEPI",1
2012-02-10,"GWA2","1","A4","N","LEPI larvae","ORTH",1
2012-02-10,"GWA2","1","A4","N",NA,"DIPT",1
2012-02-10,"GWA3","1","A4","N",NA,"ARAN",1
2012-02-10,"GWA3","1","A4","N",NA,"COLE",1
2012-02-10,"GWA3","2","A4","N",NA,"COLE",1
2012-02-10,"GWA3","2","A4","N",NA,"DIPT",1
2012-02-10,"GWA3","2","A4","N",NA,"LEPI",1
2012-02-10,"GWA3","2","A4","N",NA,"THYS",1
2012-02-14,"GWA2","1","B4","N","Tiny","COLE",2
2012-02-14,"GWA2","1","B4","N","Tiny","HYMA",2
2012-02-14,"GWA2","1","B4","N","Tiny","LEPI",1
2012-02-14,"GWA2","1","B4","N","Tiny","ORTH",1
2012-02-14,"GWA2","1","B4","N","Tiny","UNKI",1
2012-02-14,"GWA2","1","B4","N","tiny","COLE",1
2012-02-14,"GWA2","1","B4","N","tiny","HYMA",1
2012-02-14,"GWA2","1","B4","N","tiny","HYMB",1
2012-02-14,"GWA2","1","B4","N","tiny","UNKI",1
2012-02-14,"GWA3","2","B4","N",NA,"ORTH",1
2012-02-15,"GWA2","1","B4","N","unk=tiny","COLE",1
2012-02-15,"GWA2","1","B4","N","unk=tiny","UNKI",4
2012-02-15,"GWA2","2","B4","N",NA,"COLE",3
2012-02-15,"GWA2","2","B4","N",NA,"LEPI",1
2012-02-15,"GWA3","1","B4","N",NA,"HYMA",2
2012-02-15,"GWA3","2","B4","N",NA,"DIPT",1
2012-02-15,"GWA3","2","B4","N",NA,"HYMA",1
2012-02-16,"GWA2","1","B4","N","Tiny.","COLE",2
2012-02-16,"GWA2","1","B4","N","Tiny.","DIPT",1
2012-02-16,"GWA2","1","B4","N","Tiny.","UNKI",3
2012-02-16,"GWA2","2","B4","N",NA,"ARAN",1
2012-02-16,"GWA2","2","B4","N",NA,"COLE",1
2012-02-17,"GWA2","1","B4","N",NA,"COLE",2
2012-02-17,"GWA3","1","B4","N",NA,"COLE",1
2012-03-06,"GWA1","1","A4","Y",NA,"ARAN",1
2012-03-06,"GWA1","1","A4","Y",NA,"COLE",2
2012-03-06,"GWA1","1","A4","Y",NA,"HYMA",2
2012-03-06,"GWA1","1","A4","Y",NA,"LEPI",2
2012-03-06,"GWA1","2","A4","N",NA,"UNKI",5
2012-03-06,"GWA2","1","A4","N",NA,"COLE",1
2012-03-06,"GWA2","1","A4","N",NA,"ORTH",1
2012-03-06,"GWA2","2","A4","N",NA,"ARAN",2
2012-03-06,"GWA2","2","A4","N",NA,"COLE",1
2012-03-06,"GWA2","2","A4","N",NA,"HYMA",4
2012-03-06,"GWA2","2","A4","N",NA,"ORTH",1
2012-03-07,"GWA1","1","A4","N",NA,"COLE",3
2012-03-07,"GWA1","2","A4","N",NA,"BLAT",1
2012-03-07,"GWA1","2","A4","N",NA,"COLE",6
2012-03-07,"GWA1","2","A4","N",NA,"HYMA",1
2012-03-07,"GWA2","1","A4","N",NA,"ARAN",1
2012-03-07,"GWA2","1","A4","N",NA,"COLE",13
2012-03-07,"GWA2","1","A4","N",NA,"HYMA",1
2012-03-07,"GWA2","1","A4","N",NA,"LEPI",1
2012-03-07,"GWA2","1","A4","N",NA,"ORTH",1
2012-03-07,"GWA2","1","A4","N",NA,"UNKI",1
2012-03-07,"GWA2","2","A4","N",NA,"ARAN",1
2012-03-07,"GWA2","2","A4","N",NA,"COLE",15
2012-03-07,"GWA2","2","A4","N",NA,"HYMA",1
2012-03-07,"GWA2","2","A4","N",NA,"UNKI",5
2012-03-08,"GWA1","1","A4","N",NA,"COLE",1
2012-03-08,"GWA1","1","A4","N",NA,"DIPT",1
2012-03-08,"GWA1","1","A4","N",NA,"UNKI",1
2012-03-08,"GWA1","2","A4","N",NA,"ARAN",1
2012-03-08,"GWA1","2","A4","N",NA,"BLAT",1
2012-03-08,"GWA1","2","A4","N",NA,"COLE",7
2012-03-08,"GWA2","1","A4","N",NA,"ARAN",1
2012-03-08,"GWA2","1","A4","N",NA,"COLE",3
2012-03-08,"GWA2","1","A4","N",NA,"DIPT",1
2012-03-08,"GWA2","1","A4","N",NA,"UNKI",2
2012-03-08,"GWA2","2","A4","N",NA,"ARAN",1
2012-03-08,"GWA2","2","A4","N",NA,"COLE",2
2012-03-08,"GWA2","2","A4","N",NA,"DIPT",1
2012-03-09,"GWA1","1","A4","N",NA,"HYMA",2
2012-03-09,"GWA1","1","A4","N",NA,"ORTH",1
2012-03-09,"GWA1","2","A4","N",NA,"COLE",1
2012-03-09,"GWA2","1","A4","N",NA,"ARAN",1
2012-03-09,"GWA2","1","A4","N",NA,"COLE",3
2012-03-09,"GWA2","1","A4","N",NA,"LEPI",1
2012-03-09,"GWA2","2","A4","N",NA,"ARAN",2
2012-03-09,"GWA2","2","A4","N",NA,"COLE",6
2012-03-09,"GWA2","2","A4","N",NA,"LEPI",1
2012-03-13,"GWA1","1","C4","N",NA,"COLE",1
2012-03-13,"GWA1","1","C4","N",NA,"HYMA",12
2012-03-13,"GWA1","2","C4","N",NA,"COLE",3
2012-03-13,"GWA1","2","C4","N",NA,"DIPT",1
2012-03-13,"GWA2","1","C4","N",NA,"COLE",5
2012-03-13,"GWA2","1","C4","N",NA,"HYMA",2
2012-03-13,"GWA2","1","C4","N",NA,"LEPI",1
2012-03-13,"GWA2","1","C4","N",NA,"UNKI",4
2012-03-13,"GWA2","2","C4","N",NA,"COLE",1
2012-03-13,"GWA2","2","C4","N",NA,"HYMA",1
2012-03-14,"GWA1","1","C4","N",NA,"COLE",4
2012-03-14,"GWA1","1","C4","N",NA,"LEPI",1
2012-03-14,"GWA1","1","C4","N",NA,"UNKI",1
2012-03-14,"GWA1","2","C4","N",NA,"COLE",4
2012-03-14,"GWA1","2","C4","N",NA,"HYMA",1
2012-03-14,"GWA1","2","C4","N",NA,"UNKI",1
2012-03-14,"GWA2","1","C4","N",NA,"COLE",1
2012-03-14,"GWA2","1","C4","N",NA,"HYMA",1
2012-03-14,"GWA2","2","C4","Y",NA,"COLE",3
2012-03-14,"GWA2","2","C4","Y",NA,"HYMA",1
2012-03-14,"GWA2","2","C4","Y",NA,"LEPI",1
2012-03-15,"GWA1","1","C4","Y",NA,"CHIL",1
2012-03-15,"GWA1","1","C4","Y",NA,"COLE",4
2012-03-15,"GWA1","1","C4","Y",NA,"HYMA",5
2012-03-15,"GWA1","2","C4","N",NA,"COLE",3
2012-03-15,"GWA1","2","C4","N",NA,"HYMA",2
2012-03-15,"GWA1","2","C4","N",NA,"UNKI",2
2012-03-15,"GWA2","1","C4","N",NA,"COLE",1
2012-03-15,"GWA2","1","C4","N",NA,"HYMA",2
2012-03-15,"GWA2","1","C4","N",NA,"ORTH",1
2012-03-15,"GWA2","2","C4","N",NA,"COLE",1
2012-03-15,"GWA2","2","C4","N",NA,"HYMA",1
2012-03-15,"GWA2","2","C4","N",NA,"LEPI",1
2012-03-15,"GWA2","2","C4","N",NA,"ORTH",1
2012-03-16,"GWA1","1","C4","N",NA,"ARAN",3
2012-03-16,"GWA1","1","C4","N",NA,"CHIL",1
2012-03-16,"GWA1","1","C4","N",NA,"COLE",2
2012-03-16,"GWA1","1","C4","N",NA,"HYMA",1
2012-03-16,"GWA1","2","C4","N",NA,"COLE",3
2012-03-16,"GWA1","2","C4","N",NA,"ORTH",2
2012-03-16,"GWA2","1","C4","N",NA,"COLE",5
2012-03-16,"GWA2","1","C4","N",NA,"HYMA",3
2012-03-16,"GWA2","1","C4","N",NA,"ORTH",1
2012-03-16,"GWA2","1","C4","N",NA,"UNKI",20
2012-03-16,"GWA2","2","C4","Y",NA,"AUCH",1
2012-03-16,"GWA2","2","C4","Y",NA,"HYMA",3
2012-03-16,"GWA2","2","C4","Y",NA,"LEPI",1
2012-04-03,"GWA1","1","B4","N",NA,"HYMA",3
2012-04-03,"GWA3","1","B4","N",NA,"HYMA",1
2012-04-03,"GWA3","1","B4","N",NA,"ORTH",1
2012-04-03,"GWA3","2","B4","N",NA,"COLE",2
2012-04-03,"GWA3","2","B4","N",NA,"HETE",1
2012-04-04,"GWA1","1","B4","N",NA,"ARAN",2
2012-04-04,"GWA1","1","B4","N",NA,"HYMA",8
2012-04-04,"GWA1","2","B4","N",NA,"ARAN",2
2012-04-04,"GWA1","2","B4","N",NA,"COLE",1
2012-04-04,"GWA1","2","B4","N",NA,"HYMA",1
2012-04-04,"GWA1","2","B4","N",NA,"UNKI",5
2012-04-04,"GWA3","2","B4","N",NA,"ARAN",2
2012-04-04,"GWA3","2","B4","N",NA,"LEPI",1
2012-04-05,"GWA1","1","B4","N",NA,"ARAN",2
2012-04-05,"GWA1","1","B4","N",NA,"COLE",3
2012-04-05,"GWA1","1","B4","N",NA,"HYMA",3
2012-04-05,"GWA1","1","B4","N",NA,"UNKI",5
2012-04-05,"GWA1","2","B4","N",NA,"COLE",4
2012-04-05,"GWA1","2","B4","N",NA,"HYMA",1
2012-04-05,"GWA1","2","B4","N",NA,"UNKI",2
2012-04-05,"GWA3","1","B4","Y",NA,"COLE",4
2012-04-05,"GWA3","1","B4","Y",NA,"THYS",3
2012-04-05,"GWA3","2","B4","N",NA,"ARAN",1
2012-04-05,"GWA3","2","B4","N",NA,"COLE",1
2012-04-05,"GWA3","2","B4","N",NA,"HYMA",1
2012-04-05,"GWA3","2","B4","N",NA,"LEPI",1
2012-04-06,"GWA1","1","B4","N",NA,"ARAN",2
2012-04-06,"GWA1","1","B4","N",NA,"COLE",4
2012-04-06,"GWA1","1","B4","N",NA,"HYMA",3
2012-04-06,"GWA1","2","B4","N",NA,"COLE",9
2012-04-06,"GWA1","2","B4","N",NA,"HYMA",2
2012-04-06,"GWA1","2","B4","N",NA,"UNKI",1
2012-04-06,"GWA3","1","B4","Y",NA,"HYMA",1
2012-04-06,"GWA3","1","B4","Y",NA,"THYS",1
2012-04-06,"GWA3","2","B4","N",NA,"DIPT",1
2012-04-10,"GWA1","1","A4","Y",NA,"ARAN",2
2012-04-10,"GWA1","1","A4","Y",NA,"COLE",17
2012-04-10,"GWA1","1","A4","Y",NA,"HETE",1
2012-04-10,"GWA1","1","A4","Y",NA,"HYMA",5
2012-04-10,"GWA1","1","A4","Y",NA,"HYMB",1
2012-04-10,"GWA1","1","A4","Y",NA,"UNKI",1
2012-04-10,"GWA1","2","A4","N",NA,"ARAN",4
2012-04-10,"GWA1","2","A4","N",NA,"AUCH",1
2012-04-10,"GWA1","2","A4","N",NA,"COLE",16
2012-04-10,"GWA1","2","A4","N",NA,"HYMA",4
2012-04-10,"GWA1","2","A4","N",NA,"UNKI",1
2012-04-10,"GWA3","1","A4","N",NA,"ARAN",2
2012-04-10,"GWA3","2","A4","N",NA,"COLE",2
2012-04-10,"GWA3","2","A4","N",NA,"DIPT",1
2012-04-11,"GWA1","1","A4","N",NA,"COLE",13
2012-04-11,"GWA1","1","A4","N",NA,"HETE",2
2012-04-11,"GWA1","1","A4","N",NA,"HYMA",7
2012-04-11,"GWA1","1","A4","N",NA,"ORTH",1
2012-04-11,"GWA1","2","A4","N",NA,"ARAN",2
2012-04-11,"GWA1","2","A4","N",NA,"COLE",9
2012-04-11,"GWA1","2","A4","N",NA,"HETE",1
2012-04-11,"GWA1","2","A4","N",NA,"HYMA",6
2012-04-11,"GWA1","2","A4","N",NA,"HYMB",6
2012-04-11,"GWA1","2","A4","N",NA,"UNKI",5
2012-04-11,"GWA3","1","A4","N",NA,"ARAN",3
2012-04-11,"GWA3","1","A4","N",NA,"COLE",1
2012-04-11,"GWA3","1","A4","N",NA,"HYMA",1
2012-04-11,"GWA3","1","A4","N",NA,"THYS",1
2012-04-11,"GWA3","1","A4","N",NA,"UNKI",1
2012-04-11,"GWA3","2","A4","N",NA,"COLE",5
2012-04-11,"GWA3","2","A4","N",NA,"HYMB",1
2012-04-11,"GWA3","2","A4","N",NA,"ORTH",1
2012-04-12,"GWA1","1","A4","N",NA,"ARAN",4
2012-04-12,"GWA1","1","A4","N",NA,"BLAT",1
2012-04-12,"GWA1","1","A4","N",NA,"COLE",2
2012-04-12,"GWA1","1","A4","N",NA,"HYMA",1
2012-04-12,"GWA1","1","A4","N",NA,"LEPI",1
2012-04-12,"GWA1","1","A4","N",NA,"MANT",1
2012-04-12,"GWA1","1","A4","N",NA,"UNKI",10
2012-04-12,"GWA1","2","A4","N",NA,"ARAN",2
2012-04-12,"GWA1","2","A4","N",NA,"COLE",5
2012-04-12,"GWA1","2","A4","N",NA,"CRUS",1
2012-04-12,"GWA1","2","A4","N",NA,"HYMA",1
2012-04-12,"GWA1","2","A4","N",NA,"UNKI",3
2012-04-12,"GWA3","1","A4","N",NA,"ARAN",1
2012-04-12,"GWA3","1","A4","N",NA,"COLE",1
2012-04-12,"GWA3","1","A4","N",NA,"DIPT",1
2012-04-12,"GWA3","1","A4","N",NA,"ORTH",2
2012-04-12,"GWA3","1","A4","N",NA,"UNKI",3
2012-04-12,"GWA3","2","A4","N",NA,"ARAN",1
2012-04-12,"GWA3","2","A4","N",NA,"COLE",4
2012-04-12,"GWA3","2","A4","N",NA,"HYMA",5
2012-04-12,"GWA3","2","A4","N",NA,"UNKI",6
2012-04-13,"GWA1","1","A4","N",NA,"COLE",17
2012-04-13,"GWA1","1","A4","N",NA,"HYMA",3
2012-04-13,"GWA1","1","A4","N",NA,"MANT",1
2012-04-13,"GWA1","1","A4","N",NA,"UNKI",2
2012-04-13,"GWA1","2","A4","N",NA,"COLE",19
2012-04-13,"GWA1","2","A4","N",NA,"UNKI",7
2012-04-13,"GWA3","1","A4","N",NA,"ARAN",1
2012-04-13,"GWA3","1","A4","N",NA,"COLE",3
